party,topic,text,label
New Democrat,"Climate change, energy",It would prioritize creating an east-west electricity grid,2
New Democrat,"Climate change, energy",It will prioritize the creation of an east-west electricity network,2
New Democrat,"Climate change, energy",This will prioritize the creation of an East-West electricity network.,2
New Democrat,"Climate change, energy",It would maintain 100% tariffs on Chinese-made electric vehicles.,2
New Democrat,"Climate change, energy",It would maintain a 100 percent tariff on Chinese-made electric vehicles,2
New Democrat,"Climate change, energy",It would continue with a 100 percent tariff on Chinese-made electric cars.,2
New Democrat,"Climate change, energy",It will continue with a 100 percent tariff on Chinese-made electric vehicles,2
New Democrat,"Climate change, energy",The 100 percent tax on electric vehicles made in China will continue.,2
New Democrat,"Climate change, energy","It would provide Canadian families and businesses with a $10,000 rebate for the purchase or lease over a 12-month period of a zero-emission vehicle made in Canada and $5,000 for the purchase or lease of a zero-emission vehicle made elsewhere.",2
New Democrat,"Climate change, energy","It would deduct $10,000 from Canadian families and businesses for buying or leasing for more than 12 months a zero-emission vehicle made in Canada and $5,000 for buying or leasing a zero-emission vehicle made elsewhere.",2
New Democrat,"Climate change, energy","It would give Canadian families and businesses a $10,000 rebate to buy or lease a Canadian-made zero-emission vehicle for 12 months and $5,000 to buy or lease a zero-emission vehicle manufactured elsewhere.",2
New Democrat,"Climate change, energy","It will give Canadian families and businesses $10,000 for purchasing or leasing for more than 12 months a Canadian-made zero-emission vehicle and $5,000 for purchasing or leasing a zero-emission vehicle manufactured elsewhere.",2
New Democrat,"Climate change, energy","It will provide Canadian families and businesses with a $10,000 rebate for purchasing or leasing a zero-emission vehicle manufactured in Canada over 12 months, and a $5,000 rebate for purchasing or leasing a zero-emission vehicle manufactured elsewhere.",2
Bloc Québécois,"Climate change, energy",The Bloc would respect Quebec's opposition to pipelines and opposes any pipeline project passing through Quebec.,3
Bloc Québécois,"Climate change, energy",Bloc will respect Quebec's opposition to pipelines and oppose any pipeline project through Quebec,3
Bloc Québécois,"Climate change, energy",The bloc would respect Quebec's opposition to pipelines and opposes all pipeline projects that pass through Quebec.,3
Bloc Québécois,"Climate change, energy",The bloc will respect Quebec's opposition to the pipeline and oppose pipeline projects that pass through Quebec.,3
Bloc Québécois,"Climate change, energy","The federation will respect Quebec's opposition to pipelines, and will oppose any pipeline project that passes through Quebec.",3
Bloc Québécois,"Climate change, energy",The party wants to end support for offshore oil and gas exploration in marine protected areas,3
Bloc Québécois,"Climate change, energy",The party wants to end support for offshore oil and gas exploration in marine protected areas.,3
Bloc Québécois,"Climate change, energy",The party wants to end support for offshore oil and gas extraction in marine protected areas.,3
Bloc Québécois,"Climate change, energy",The party wants to end support for offshore oil and gas exploration in marine protected areas,3
Bloc Québécois,"Climate change, energy",The party wants to end support for offshore oil and gas exploration in marine protected areas.,3
Bloc Québécois,"Climate change, energy",He suggests taxing the profits of oil and gas companies and reinvesting the money in climate change adaptation initiatives.,3
Bloc Québécois,"Climate change, energy",It proposes taxing the profits of oil and gas companies and reinvesting the money in climate change mitigation programs.,3
Bloc Québécois,"Climate change, energy",It is proposed that the profits of oil and gas companies be taxed and that the sums be reinvested in climate adaptation initiatives.,3
Bloc Québécois,"Climate change, energy",It shows taxing oil and gas company profits and reinvesting the amount into climate change adaptation initiatives.,3
Bloc Québécois,"Climate change, energy",It recommends taxing the profits of oil and gas companies and reinvesting those amounts in climate change adaptation efforts.,3
Bloc Québécois,"Climate change, energy",The party would introduce a carbon border adjustment mechanism to tax imports from countries that do not have comparable carbon pricing.,3
Bloc Québécois,"Climate change, energy",The association will establish a carbon border adjustment mechanism for tax imports from countries that do not have a comparable carbon price.,3
Bloc Québécois,"Climate change, energy",The party would introduce a carbon border adjustment mechanism to tax imports from countries that do not have comparable carbon prices.,3
Bloc Québécois,"Climate change, energy",The party will introduce a border carbon adjustment mechanism to import taxes from countries that do not have comparable carbon prices.,3
Bloc Québécois,"Climate change, energy",The party will introduce a border carbon adjustment mechanism to tax imports from countries without comparable carbon pricing.,3
Bloc Québécois,"Climate change, energy",He would ask the federal government to increase its share of funding for the Canada-Quebec Nature Agreement fund from $100 million to $300 million.,3
Bloc Québécois,"Climate change, energy",It would ask the federal government to increase its share of funding for the Canada-Quebec Environmental Agreement fund from $100 million to $300 million.,3
Bloc Québécois,"Climate change, energy",It would ask the federal government to increase its share of funding for the Canada-Quebec Nature Agreement from $100 million to $300 million.,3
Bloc Québécois,"Climate change, energy",It would ask the federal government to increase its share of funding for the Canada-Quebec Nature Agreement from $100 million to $300 million.,3
Bloc Québécois,"Climate change, energy",It will ask the federal government to increase its share of funding for the Canada-Quebec Nature Agreement Fund from $100 million to $300 million.,3
Green,"Climate change, energy",It would invest in a national east-west electricity grid,4
Green,"Climate change, energy",It would invest in the east-west national electricity grid,4
Green,"Climate change, energy",It would invest in a national electricity grid that runs east and west,4
Green,"Climate change, energy",It will invest in the east-west national electricity grid,4
Green,"Climate change, energy",It will invest in the East-West National Electricity Grid.,4
Green,"Climate change, energy",This would respect Quebec's opposition to pipelines.,4
Green,"Climate change, energy",It would respect Quebec's opposition to pipelines,4
Green,"Climate change, energy",It would respect Quebec's opposition to pipelines,4
Green,"Climate change, energy",It would respect Quebec's opposition to the pipeline,4
Green,"Climate change, energy",It will respect Quebec's opposition to pipelines.,4
Green,"Climate change, energy",This would remove barriers to interprovincial energy trade,4
Green,"Climate change, energy",It would remove barriers to interstate energy trade.,4
Green,"Climate change, energy",It would remove barriers to energy trade between provinces,4
Green,"Climate change, energy",It will remove barriers to inter-provincial energy trade,4
Green,"Climate change, energy",This will remove barriers to interprovincial energy trade.,4
Green,"Climate change, energy",He would stop giving public money to oil and gas companies and instead invest it in clean energy.,4
Green,"Climate change, energy",It would stop giving public money to oil and gas companies and invest in clean energy instead.,4
Green,"Climate change, energy",It would stop giving public funds to oil and gas companies and instead invest them in clean energy.,4
Green,"Climate change, energy",It would stop giving public money to oil and gas companies and invest in clean energy.,4
Green,"Climate change, energy",It would stop giving public money to oil and gas companies and instead invest in clean energy.,4
Green,"Climate change, energy",This would end all new fossil fuel projects,4
Green,"Climate change, energy",It would halt all new oil projects,4
Green,"Climate change, energy",It would stop all new fossil fuel projects,4
Green,"Climate change, energy",It would stop all new fossil fuel projects,4
Green,"Climate change, energy",This would halt all new fossil fuel projects.,4
Green,"Climate change, energy",This would create a new national emergency response agency.,4
Green,"Climate change, energy",It would create a new national emergency response agency.,4
Green,"Climate change, energy",It would create a new national emergency services authority.,4
Green,"Climate change, energy",It would create a new national emergency response agency.,4
Green,"Climate change, energy",This will create a new national emergency response agency.,4
People's Party,"Climate change, energy",This would abolish all climate change programs,5
People's Party,"Climate change, energy",It would stop all climate change programs.,5
People's Party,"Climate change, energy",It would abolish all climate change programs,5
People's Party,"Climate change, energy",It will eliminate all climate change programs,5
People's Party,"Climate change, energy",This will eliminate all climate change programs.,5
People's Party,"Climate change, energy",But it would invest in strategies to adapt to floods and wildfires.,5
People's Party,"Climate change, energy",But it would invest in strategies to combat floods and forest fires.,5
People's Party,"Climate change, energy",But it would invest in adaptation strategies for floods and wildfires,5
People's Party,"Climate change, energy",But it will invest in adaptation strategies for floods and forest fires,5
People's Party,"Climate change, energy",But it will invest in adaptive strategies for floods and wildfires.,5
People's Party,"Climate change, energy",He would find a buyer for the Trans Mountain pipeline,5
People's Party,"Climate change, energy",It would find a buyer for the Trans Mountain pipeline,5
People's Party,"Climate change, energy",It would find a buyer for the Trans Mountain pipeline,5
People's Party,"Climate change, energy",It will find a buyer for the Trans Mountain pipeline,5
People's Party,"Climate change, energy",This will find a buyer for the Trans Mountain pipeline.,5
People's Party,"Climate change, energy",He would withdraw from the Paris Agreement,5
People's Party,"Climate change, energy",It would withdraw from the Paris Agreement.,5
People's Party,"Climate change, energy",It would withdraw from the Paris Agreement,5
People's Party,"Climate change, energy",It will withdraw from the Paris Accord.,5
People's Party,"Climate change, energy",It will withdraw from the Paris Agreement.,5
People's Party,"Climate change, energy","It would repeal Bill C-48, which regulates ships that transport crude oil to or from ports or marine facilities along British Columbia's north coast, and Bill C-69, the federal government's Impact Assessment Act.",5
People's Party,"Climate change, energy","It would repeal C-48, which regulates ships transporting crude oil to or from ports or offshore installations along B.C.'s north coast, and C-69, the federal Government of Canada's Environmental Impact Assessment Act.",5
People's Party,"Climate change, energy","It would repeal C-48, which regulates vessels transporting crude oil to or from ports or marine facilities along British Columbia's northern coast, and C-69, the federal government's impact assessment act.",5
People's Party,"Climate change, energy","It would repeal C-48, which regulates vessels transporting petroleum to or from ports or marine installations along the northern coast of BC and C-69, the federal government's Impact Assessment Act.",5
People's Party,"Climate change, energy","It would repeal Bill C-48, which regulates ships carrying crude oil to ports or offshore installations on British Columbia's north coast, and Bill C-69, the federal government's impact assessment act.",5
People's Party,"Climate change, energy",It would reaffirm federal jurisdiction over pipeline construction by invoking section 92(10) of the Constitution if necessary.,5
People's Party,"Climate change, energy",It can reassert federal authority over pipeline construction using section 92(10) of the Constitution if necessary.,5
People's Party,"Climate change, energy",It would re-establish federal jurisdiction over pipeline construction by invoking Section 92(10) of the Constitution if necessary.,5
People's Party,"Climate change, energy",It would reassert federal jurisdiction over pipeline construction by invoking section 92(10) of the Constitution if necessary,5
People's Party,"Climate change, energy",This would reaffirm federal jurisdiction over pipeline construction by invoking Article 92(10) of the Constitution if necessary.,5
People's Party,"Climate change, energy","This would allow Line 5, which connects Sarnia, Ontario, to be kept",5
People's Party,"Climate change, energy","It would install Line 5, which starts in Sarnia, Ont.",5
People's Party,"Climate change, energy","It would retain Line 5, which runs from Sarnia, Ontario",5
People's Party,"Climate change, energy","This will remain Line 5, which runs from Sarnia, Ont.",5
People's Party,"Climate change, energy","It will retain Line 5, which runs from Sarnia, Ontario.",5
People's Party,"Climate change, energy","to Michigan and Wisconsin, in operation.",5
People's Party,"Climate change, energy","to Michigan and Wisconsin, it works.",5
People's Party,"Climate change, energy","to Michigan and Wisconsin, in operation.",5
People's Party,"Climate change, energy","to Michigan and Wisconsin, in operation.",5
People's Party,"Climate change, energy","For Michigan and Wisconsin, it is in progress.",5
Liberal,Cost of living,The Liberals say they would cut the lowest tax bracket by one percentage point.,0
Liberal,Cost of living,Liberals say they would cut one percent from the lowest income tax bracket,0
Liberal,Cost of living,The Liberals say they would lower the lowest income tax bracket by one percentage point.,0
Liberal,Cost of living,The Liberals say they will cut one percentage point off the lowest income tax bracket,0
Liberal,Cost of living,The Liberals say they will cut one percentage point from the lowest income tax bracket.,0
Liberal,Cost of living,They would also cancel a proposal to increase the capital gains inclusion rate.,0
Liberal,Cost of living,They would also cancel the proposed increase in the capital gains inclusion rate.,0
Liberal,Cost of living,They would also cancel a proposed increase in the capital gains inclusion rate,0
Liberal,Cost of living,It would also cancel the proposed increase in the capital inclusion rate.,0
Liberal,Cost of living,They will also repeal the proposed increase in the capital gains inclusion rate.,0
Liberal,Cost of living,They would facilitate access to employment insurance by increasing the percentages of the regional unemployment rate and would eliminate the GST on all homes up to $1 million for first-time home buyers.,0
Liberal,Cost of living,They would make it easier to access employment insurance by increasing the percentage of the province's unemployment rate and eliminate the GST on all homes up to $1 million for first-time home buyers.,0
Liberal,Cost of living,They would make it easier to access unemployment insurance by raising the regional unemployment rate and eliminate sales tax on all homes up to $1 million for first-time buyers.,0
Liberal,Cost of living,They would make it easier to access employment insurance by raising the regional unemployment rate percentage and eliminate GST on all homes up to $1 million for first-time home buyers.,0
Liberal,Cost of living,They would make it easier to access employment insurance by raising regional unemployment rate percentages and eliminate GST on all homes up to $1 million for first-time home buyers.,0
Liberal,Cost of living,They would suspend rules that prevent people receiving severance pay from collecting unemployment benefits for six months.,0
Liberal,Cost of living,They would end laws that prevent people with severance packages from collecting employment insurance for six months.,0
Liberal,Cost of living,They would repeal rules that prevent people with severance pay from receiving unemployment benefits for six months.,0
Liberal,Cost of living,They will suspend rules that prevent people with severance packages from collecting employment insurance for six months.,0
Liberal,Cost of living,They will suspend rules that prevent people with severance packages from collecting employment insurance for six months.,0
Conservative,Cost of living,The Conservatives say they would cut the tax rate on the lowest tax bracket from 15% to 12.75%.,1
Conservative,Cost of living,The Conservatives say they would cut the tax rate on the lowest income tax bracket from 15 percent to 12.75 percent.,1
Conservative,Cost of living,The Conservatives say they would cut the tax rate on the lowest income tax bracket from 15 percent to 12.75 percent.,1
Conservative,Cost of living,The Conservatives say they will lower the tax rate in the lowest income tax bracket from 15 percent to 12.75 percent.,1
Conservative,Cost of living,The Conservatives say they would cut the tax rate for the lowest income tax bracket from 15 percent to 12.75 percent.,1
Conservative,Cost of living,They would defer capital gains tax if the proceeds were reinvested in Canada.,1
Conservative,Cost of living,They would defer capital gains tax if the income is reinvested in Canada,1
Conservative,Cost of living,They would defer capital gains tax if the earnings are reinvested in Canada.,1
Conservative,Cost of living,They will defer capital gains taxes if the proceeds are reinvested in Canada.,1
Conservative,Cost of living,"If the income is reinvested in Canada, they will defer capital gains taxes.",1
Conservative,Cost of living,"They would increase the annual TFSA contribution limit by $5,000 per year, provided the money is invested in Canadian companies.",1
Conservative,Cost of living,"They would increase the annual TFSA contribution limit to $5,000 per year, as long as the money is invested in Canadian companies.",1
Conservative,Cost of living,"They would raise the annual TFSA contribution limit by $5,000 per year, provided the money is invested in Canadian companies.",1
Conservative,Cost of living,"They will increase the annual TFSA contribution limit by $5,000 a year, if that money is invested in a Canadian company.",1
Conservative,Cost of living,"If the money is invested in Canadian companies, they will increase the annual TFSA contribution limit by $5,000 per year.",1
Conservative,Cost of living,The party would remove the GST on new homes sold for less than $1.3 million.,1
Conservative,Cost of living,The party would remove GST on new homes sold for less than $1.3 million,1
Conservative,Cost of living,The party wants to remove sales tax on new homes sold for under $1.3 million.,1
Conservative,Cost of living,The party will eliminate GST for new homes sold for under $1.3 million,1
Conservative,Cost of living,The party will eliminate GST on new homes sold for less than $1.3 million.,1
Conservative,Cost of living,"They promise to allow working seniors with annual incomes below $42,000 to earn up to $34,000 tax-free, and to allow seniors to continue contributing to an RRSP until age 73, rather than the current limit of 71.",1
Conservative,Cost of living,"They promise to allow working seniors with annual incomes under $42,000 to earn as much as $34,000 tax-free, and let seniors continue contributing to RRSPs until age 73, instead of the current level of 71.",1
Conservative,Cost of living,"They promise to allow working seniors with an annual income under $42,000 to earn as much as $34,000 without paying taxes, and to let seniors continue to contribute to RRSPs until age 73, rather than the current limit of 71.",1
Conservative,Cost of living,"They promise to allow working seniors with annual incomes under $42,000 to earn as much as $34,000 tax-free, and let seniors continue to contribute to RRSPs until age 73, instead of the current limit of 71.",1
Conservative,Cost of living,"They promise to allow working senior citizens with annual incomes of less than $42,000 to earn up to $34,000 tax-free and to continue contributing to RRSPs until age 73, instead of the current limit of 71.",1
Conservative,Cost of living,"The party would also allow traveling workers to deduct the full cost of food, transportation and accommodation.",1
Conservative,Cost of living,"The association will also allow traveling business employees to write off all food, transportation and accommodation expenses.",1
Conservative,Cost of living,"The party would also allow traveling artisans to write off the full cost of food, transportation and accommodation.",1
Conservative,Cost of living,"The party will also allow traveling sales workers to waive the cost of food, transportation and accommodation.",1
Conservative,Cost of living,"The party will allow traveling workers to waive the full cost of food, transportation, and accommodation.",1
New Democrat,Cost of living,"New Democrats commit to increasing the amount of non-taxable income from $16,129 to $19,500",2
New Democrat,Cost of living,"The New Democrats are promising to raise the tax-free income threshold from $16,129 to $19,500.",2
New Democrat,Cost of living,"New Democrats promise to raise the amount of untaxed income from $16,129 to $19,500",2
New Democrat,Cost of living,"New Democrats promise to raise the untaxed income threshold from $16,129 to $19,500",2
New Democrat,Cost of living,"The New Democrats promise to raise the level of non-taxable income from $16,129 to $19,500.",2
New Democrat,Cost of living,"The party would eliminate GST on essential goods (e.g., energy, internet and mobile phone bills).",2
New Democrat,Cost of living,"The party will remove GST on essential items (e.g., energy bills, internet and mobile phones)",2
New Democrat,Cost of living,"The party would abolish VAT on necessities (e.g. energy, internet and mobile phone bills)",2
New Democrat,Cost of living,"The party will eliminate GST for essential needs (e.g., energy, internet and mobile phone bills)",2
New Democrat,Cost of living,"The party will eliminate GST on essential items (e.g., electricity, internet, and mobile phone bills).",2
New Democrat,Cost of living,They would maintain the proposed increase in the capital gains tax cut,2
New Democrat,Cost of living,They would keep the proposed increase in the capital gains tax deduction,2
New Democrat,Cost of living,They would maintain the proposed increase in the capital gains tax cut,2
New Democrat,Cost of living,They will maintain the proposed increase to cut capital gains tax,2
New Democrat,Cost of living,They will retain the proposed increase in the capital gains tax deduction.,2
New Democrat,Cost of living,"The party would double the Canada Disability Benefit and increase the Guaranteed Income Supplement, at a combined cost of $3 billion to $4 billion.",2
New Democrat,Cost of living,The  party would double Canada's disability benefit and add a guaranteed income supplement at a combined cost of $3 billion to $4 billion.,2
New Democrat,Cost of living,The party would double the amount of the Canadian Medical Benefit and increase the Guaranteed Income Supplement at a total cost of $3 to $4 billion.,2
New Democrat,Cost of living,The  party would double the amount of Canadian disability benefits and increase the guaranteed income supplement at a combined cost of $3 billion to $4 billion.,2
New Democrat,Cost of living,The Canada Disability Insurance Program will double the amount and increase the guaranteed income supplement by $3 billion to $4 billion at a total cost.,2
New Democrat,Cost of living,She wants to open more daycare spaces at $10 a day.,2
New Democrat,Cost of living,Wants to open more $10-a-day childcare locations,2
New Democrat,Cost of living,It wants to open more $10-a-day childcare places,2
New Democrat,Cost of living,They want to open more $10-a-day child care centers,2
New Democrat,Cost of living,It wants to open childcare centers at a cost of $10 a day.,2
New Democrat,Cost of living,"It would increase the EI replacement rate to two-thirds of insurable earnings, with a minimum weekly benefit of $450; extend EI benefits to 50 weeks nationally; implement a national standard of 360 hours to qualify for benefits; and eliminate the one-week waiting period.",2
New Democrat,Cost of living,"It would increase the EI conversion rate to two-thirds of non-repayable earnings, with a weekly benefit of at least $450; expand EI benefits to 50 weeks nationwide; implement a national 360-hour standard to qualify for benefits; and eliminate the one-week waiting period",2
New Democrat,Cost of living,"It would increase the coverage reimbursement rate to two-thirds of insurable earnings, with a minimum weekly reimbursement of $450; expand coverage benefits to 50 weeks nationally; implement a national 360-hour standard for qualifying for benefits; and eliminate the one-week waiting period.",2
New Democrat,Cost of living,"This would increase the EI replacement rate to two-thirds of insurable earnings, with a minimum weekly benefit of $450; extend EI benefits to 50 weeks nationwide; implement a national 360-hour standard for qualifying for benefits; and eliminate a one-week waiting period.",2
New Democrat,Cost of living,"It would increase the EI conversion rate to two-thirds of insured earnings, with a minimum weekly benefit of $450; extend EI benefits nationwide to 50 weeks; implement a national 360-hour standard to qualify for benefits; and eliminate the one-week waiting period.",2
New Democrat,Cost of living,"It would expand drug coverage, dental care and mental health supports for Canadians and ban American-style private health care clinics.",2
New Democrat,Cost of living,"It would expand pharmaceutical, dental and mental health care to Canadians and ban U.S.-style private health clinics.",2
New Democrat,Cost of living,"It would expand drug care, dental care and mental health support for Canadians and ban American-style private health clinics.",2
New Democrat,Cost of living,"It would expand pharmacare, dental care and mental health support for Canadians and ban U.S.-style private health care clinics. ",2
New Democrat,Cost of living,"It would expand pharmacy, dental care and mental health support for Canadians and ban American-style private health care hospitals.",2
Bloc Québécois,Cost of living,The party would introduce a bill to increase old age security benefits by 10% for people aged 65 to 74 and provide tax incentives for seniors who choose to stay in the workforce.,3
Bloc Québécois,Cost of living,The party will introduce a bill to increase old-age security payments for those aged 65 to 74 by 10 percent and propose tax incentives for seniors who choose to remain in work.,3
Bloc Québécois,Cost of living,The party would introduce a bill to increase the old-age pension for people aged 65 to 74 by 10 percent and propose tax incentives for seniors who choose to remain in the workforce.,3
Bloc Québécois,Cost of living,The party will introduce a bill to increase Old Age Security payments for those aged 65 to 74 by 10 percent and propose tax incentives for seniors who choose to remain in the workforce.,3
Bloc Québécois,Cost of living,"It will propose a bill that would increase Old Age Security payments for people aged 65 to 74 by 10 percent, as well as tax breaks for senior citizens who choose to stay in work.",3
Bloc Québécois,Cost of living,She wants family allowances to be adapted to blended families and based on the income of the custodial parents.,3
Bloc Québécois,Cost of living,It wants child benefits to be adjusted for blended families and based on the income of the custodial parents.,3
Bloc Québécois,Cost of living,It wants child benefit to be adapted to mixed families and based on the income of the parents who have custody.,3
Bloc Québécois,Cost of living,It wants child benefits to be adapted to blended families and based on the income of the parent with custody.,3
Bloc Québécois,Cost of living,It wants child welfare to be adapted to suit blended families and to be based on the income of the parent in care.,3
Bloc Québécois,Cost of living,The Bloc would ask that the GST credit be doubled every quarter when the inflation rate exceeds the Bank of Canada's target (between one and three percent) and that it be paid monthly.,3
Bloc Québécois,Cost of living,The camp would like the GST credit to be doubled in the quarter when the inflation rate exceeds the Bank of Canada's target (between one and three percent) and paid monthly.,3
Bloc Québécois,Cost of living,The block would require the GST credit to be doubled quarterly when the inflation rate exceeds the Bank of Canada's target (between one and three percent) and paid out monthly.,3
Bloc Québécois,Cost of living,The bloc will claim the GST credit twice a quarter when the inflation rate exceeds the Bank of Canada's target (between one and three per cent) and pay it monthly.,3
Bloc Québécois,Cost of living,The consortium will demand that the GST credit be doubled quarterly and paid monthly when the inflation rate exceeds the Bank of Canada's target (between one and three percent).,3
Bloc Québécois,Cost of living,The party says it would limit credit card interest rates,3
Bloc Québécois,Cost of living,The association says it will curb credit card interest rates,3
Bloc Québécois,Cost of living,The party says they will cap credit card interest rates,3
Bloc Québécois,Cost of living,The party said it would cap credit card interest rates,3
Bloc Québécois,Cost of living,The party claims to control credit card interest rates.,3
Bloc Québécois,Cost of living,"It would advocate a reduction in the GST on all used goods and require a single tax report, which Quebec would administer.",3
Bloc Québécois,Cost of living,"It would push to reduce the GST on all second-hand goods and require a single tax report, which Quebec would administer.",3
Bloc Québécois,Cost of living,"It would push to lower the sales tax on all second-hand goods and require a single tax return, which Quebec would administer.",3
Bloc Québécois,Cost of living,"It would push for a GST cut on all secondary goods and require a single tax report, which would be administered by Quebec.",3
Bloc Québécois,Cost of living,"It will push for a reduction in the GST on all used goods, and will call for a single tax return administered by Quebec.",3
Green,Cost of living,"The Greens would increase the amount of tax-free income to $40,000",4
Green,Cost of living,"The Greens would increase the amount of tax-free income to $40,000",4
Green,Cost of living,"The Green Party would raise the amount of untaxed income to $40,000.",4
Green,Cost of living,"The Greens would raise the untaxed income threshold to $40,000",4
Green,Cost of living,"The Greens would raise the level of tax-free income to $40,000.",4
Green,Cost of living,They would create a guaranteed living income,4
Green,Cost of living,They would create a reliable income stream,4
Green,Cost of living,They would create a guaranteed livelihood,4
Green,Cost of living,They will create a guaranteed lifetime income,4
Green,Cost of living,They will generate a guaranteed livable income,4
Green,Cost of living,"The party plans to extend paid leave for elder care, miscarriages and other family needs",4
Green,Cost of living,"The union plans to expand paid leave for elder care, miscarriage and other family needs.",4
Green,Cost of living,"The party plans to expand paid leave for elder care, miscarriage and other family needs",4
Green,Cost of living,"The party plans to expand paid leave for elder care, miscarriage and other family needs",4
Green,Cost of living,"The party plans to expand paid leave for elder care, miscarriage, and other family needs.",4
Green,Cost of living,"He wants to create a universal early learning and childcare system accessible to all families, although the Green Party has not provided details on how the plan will work.",4
Green,Cost of living,"It wants to create early childhood education and care that every family can afford, although the Green Party has not provided details of how the plan would work.",4
Green,Cost of living,"It wants to create universal early education and childcare that all families can afford, although the Green Party has not provided any details on how the plan would work.",4
Green,Cost of living,"It wants to create universal early learning and childcare that every family can afford, although the Green Party has not provided details on how the plan would work.",4
Green,Cost of living,"It wants to create universal early learning and childcare that every family can afford, although the Green Party has not provided details on how the plan would work.",4
Green,Cost of living,He wants to make higher education free.,4
Green,Cost of living,It wants to make college and university free.,4
Green,Cost of living,It wants to make colleges and universities free.,4
Green,Cost of living,It wants to make college and university free.,4
Green,Cost of living,It wants to make college and university free.,4
People's Party,Cost of living,"It would restore the fair disability pension for veterans, as previously provided for in the Pension Act.",5
People's Party,Cost of living,"It will restore the right to disability pension for retirees, as previously provided by the Pensions Act.",5
People's Party,Cost of living,"It would reinstate the fair disability pension for veterans, which was previously provided for in the Pension Act.",5
People's Party,Cost of living,"It would reinstate the fair disability pension for veterans, as previously provided for by the Pension Act.",5
People's Party,Cost of living,"It will restore a fair disability pension for former servicemen, as previously provided by the Pension Act.",5
People's Party,Cost of living,The pension would apply retroactively from 2006 and lump sum payments received since then would be treated as advance payments.,5
People's Party,Cost of living,The pension will be applied for the year 2006 and lump sum payments received from that time will be treated as prior payments.,5
People's Party,Cost of living,The pension would be applied retroactively from 2006 and lump sums received since then would be treated as advance payments.,5
People's Party,Cost of living,The pension will apply retroactively to 2006 and lump-sum payments received since then will be considered as advance payments.,5
People's Party,Cost of living,"The pension will be retroactive to 2006, and the total amount received thereafter will be considered as advance payments.",5
People's Party,Cost of living,The party would call for a detailed review of the new Veterans Charter to assess which policies and programs should be retained to help simplify the system.,5
People's Party,Cost of living,"The party will request a line-by-line review of the New Veterans Agreement to assess what policies and programs should be put in place, to help streamline the system.",5
People's Party,Cost of living,"The party would request a line-by-line review of the new veterans statute to assess which policies and programs should be retained, with the aim of helping to simplify the system.",5
People's Party,Cost of living,"The party will request a line-by-line review of the New Veterans Charter to assess which policies and programs should be maintained, in order to help the system.",5
People's Party,Cost of living,The party will call for a line-by-line review of the new Veterans Charter to assess which policies and programs should be adopted to help simplify the system.,5
People's Party,Cost of living,"It would abolish the Trudeau government's new spending programs, such as child care, pharmacare and dental care.",5
People's Party,Cost of living,"It would end new spending programs by the Trudeau government, such as day care, pharmaceutical care and dental care programs.",5
People's Party,Cost of living,"It would eliminate the Trudeau government's new spending programs, such as day care, pharmaceutical care and dental programs.",5
People's Party,Cost of living,"It would eliminate new spending programs by the Trudeau government, such as daycare, pharmacy and dental care programs.",5
People's Party,Cost of living,"This would eliminate the Trudeau government's new spending programs, such as day care, pharmacy care, and dental care programs.",5
People's Party,Cost of living,This would eliminate all other programs that duplicate provincial programs or encroach on provincial jurisdiction.,5
People's Party,Cost of living,It would eliminate all other programs that mimic provincial programs or interfere with provincial authority.,5
People's Party,Cost of living,It would eliminate any other programs that duplicate provincial programs or encroach on provincial jurisdictions.,5
People's Party,Cost of living,It would eliminate all other programs that duplicate provincial programs or interfere with provincial jurisdiction.,5
People's Party,Cost of living,This will eliminate all other plans that duplicate provincial plans or encroach on provincial jurisdictions.,5
Liberal,Defence,The Liberals would aim to increase NATO defence spending to 2% of Canada's GDP by 2030.,0
Liberal,Defence,The Liberals would aim to increase NATO defense spending to two percent of Canada's GDP by 2030.,0
Liberal,Defence,The Liberals aim to increase NATO defense spending to two percent of Canada's GDP by 2030.,0
Liberal,Defence,The Liberals will aim to increase NATO defense spending to two percent of Canada's GDP by 2030.,0
Liberal,Defence,The Liberals aim to increase NATO defense spending to two percent of Canada's gross domestic product by 2030.,0
Liberal,Defence,They would review Canada's contract for U.S.-built F-35 fighter jets and partner with allies on the next generation of aircraft.,0
Liberal,Defence,They will review Canada's contract for US-built F-35 fighter jets and collaborate with partners on the next generation of aircraft.,0
Liberal,Defence,They would review Canada's contract for U.S.-built F-35 fighter jets and collaborate with allies on the next generation of aircraft.,0
Liberal,Defence,They will review Canada's contract for the U.S.-made F-35 fighter jet and its partners and allies for the next-generation aircraft.,0
Liberal,Defence,They will review Canada's contract for American-made F-35 fighter jets and partner with allies for next-generation aircraft.,0
Liberal,Defence,They would invest $420 million to protect sovereignty in the Arctic,0
Liberal,Defence,They would invest $420 million to protect freedom in the Arctic,0
Liberal,Defence,They would invest $420 million to protect sovereignty in the Arctic,0
Liberal,Defence,They will invest $420 million to maintain sovereignty in the Arctic,0
Liberal,Defence,They will invest $420 million to protect sovereignty in the Arctic.,0
Liberal,Defence,They would modernize government procurement legislation to allow the Canadian Armed Forces to purchase equipment.,0
Liberal,Defence,They would modernize procurement legislation to enable the Canadian Forces to purchase equipment,0
Liberal,Defence,They would modernize procurement legislation to enable the Canadian Armed Forces to purchase equipment,0
Liberal,Defence,They will modernize procurement legislation to allow the Canadian Armed Forces to purchase equipment,0
